fg%,3p%,ft,tov%,ortg_max,drtg_max,home
0.468,0.324,9.0,8.3,195.0,120.0,0
0.427,0.292,20.0,18.5,131.0,121.0,1
0.5,0.394,18.0,6.3,300.0,144.0,0
0.476,0.484,6.0,12.9,207.0,110.0,0
0.487,0.476,26.0,17.1,141.0,128.0,0
0.488,0.333,13.0,9.6,133.0,122.0,1
0.414,0.419,19.0,11.5,147.0,121.0,0
0.512,0.259,26.0,8.5,181.0,125.0,1
0.544,0.35,17.0,16.4,171.0,105.0,0
0.452,0.36,23.0,13.4,144.0,136.0,0
0.43,0.342,22.0,14.9,154.0,109.0,1
0.523,0.405,26.0,4.8,282.0,131.0,1
0.385,0.333,18.0,12.1,140.0,92.0,0
0.419,0.231,31.0,8.9,167.0,127.0,1
0.489,0.429,17.0,10.3,235.0,114.0,0
0.518,0.517,10.0,10.0,163.0,113.0,0
0.422,0.282,16.0,17.6,260.0,119.0,0
0.388,0.3,11.0,12.5,163.0,128.0,1
0.564,0.486,7.0,20.1,149.0,89.0,1
0.404,0.25,15.0,10.9,123.0,116.0,0
0.487,0.364,15.0,14.7,145.0,118.0,1
0.48,0.294,18.0,17.4,160.0,122.0,1
0.458,0.258,15.0,6.0,165.0,118.0,1
0.477,0.5,23.0,9.9,231.0,122.0,1
0.462,0.318,19.0,9.1,250.0,101.0,1
0.545,0.341,21.0,10.9,218.0,145.0,0
0.523,0.476,19.0,13.6,189.0,108.0,1
0.48,0.389,9.0,6.3,230.0,103.0,1
0.349,0.206,10.0,10.0,144.0,131.0,0
0.5,0.375,5.0,14.5,147.0,119.0,1
0.495,0.417,11.0,9.7,177.0,103.0,1
0.376,0.31,14.0,9.1,237.0,121.0,1
0.488,0.286,9.0,13.4,172.0,128.0,0
0.448,0.368,23.0,10.1,225.0,112.0,1
0.453,0.366,24.0,12.0,230.0,130.0,0
0.361,0.324,21.0,9.4,137.0,120.0,0
0.458,0.5,13.0,12.7,139.0,133.0,1
0.419,0.378,16.0,13.5,265.0,122.0,0
0.438,0.344,14.0,14.1,141.0,118.0,0
0.46,0.359,24.0,11.4,245.0,122.0,0
0.534,0.474,23.0,13.7,200.0,110.0,0
0.465,0.4,16.0,12.6,185.0,125.0,1
0.411,0.279,13.0,10.5,147.0,113.0,0
0.433,0.344,12.0,15.6,250.0,92.0,1
0.378,0.194,12.0,9.2,136.0,94.0,1
0.482,0.476,10.0,17.6,155.0,124.0,0
0.429,0.325,25.0,10.0,133.0,127.0,0
0.448,0.276,13.0,7.8,136.0,103.0,1
0.469,0.214,12.0,13.1,137.0,110.0,1
0.467,0.375,18.0,19.7,161.0,97.0,0
0.46,0.318,11.0,15.9,230.0,130.0,1
0.372,0.229,13.0,7.9,300.0,130.0,1
0.4,0.381,15.0,13.8,133.0,109.0,1
0.521,0.2,22.0,12.3,179.0,108.0,1
0.539,0.414,13.0,9.3,167.0,131.0,0
0.488,0.458,24.0,10.8,196.0,108.0,0
0.447,0.214,28.0,11.8,202.0,117.0,1
0.449,0.333,16.0,5.8,175.0,120.0,0
0.483,0.355,13.0,7.7,189.0,133.0,0
0.568,0.487,12.0,11.3,300.0,114.0,0
0.435,0.441,21.0,12.6,143.0,114.0,0
0.444,0.333,15.0,14.5,146.0,112.0,1
0.512,0.36,21.0,13.4,218.0,117.0,0
0.436,0.235,18.0,11.5,202.0,127.0,0
0.419,0.314,16.0,16.8,146.0,118.0,0
0.454,0.4,14.0,5.4,155.0,128.0,0
0.5,0.357,7.0,9.9,138.0,108.0,1
0.481,0.455,27.0,8.5,250.0,130.0,1
0.429,0.407,12.0,17.7,146.0,114.0,0
0.5,0.294,16.0,7.9,200.0,118.0,0
0.443,0.351,20.0,5.3,165.0,118.0,0
0.442,0.316,20.0,11.0,139.0,135.0,1
0.449,0.348,12.0,6.5,216.0,127.0,1
0.598,0.5,13.0,16.5,193.0,116.0,1
0.563,0.621,19.0,11.8,276.0,125.0,1
0.44,0.316,23.0,7.3,227.0,118.0,0
0.422,0.314,20.0,9.0,163.0,129.0,0
0.4,0.29,15.0,11.4,184.0,120.0,1
0.385,0.286,21.0,8.1,187.0,122.0,0
0.369,0.235,19.0,11.4,217.0,113.0,0
0.418,0.273,14.0,13.1,139.0,113.0,0
0.518,0.474,34.0,11.3,185.0,105.0,1
0.382,0.333,22.0,9.8,137.0,120.0,1
0.421,0.474,18.0,18.9,137.0,104.0,1
0.393,0.316,8.0,15.3,127.0,131.0,1
0.466,0.407,22.0,7.2,226.0,125.0,0
0.527,0.25,14.0,12.3,152.0,121.0,0
0.417,0.387,19.0,19.6,134.0,109.0,0
0.478,0.375,17.0,12.1,166.0,128.0,1
0.443,0.4,29.0,12.4,169.0,129.0,0
0.489,0.323,21.0,11.1,178.0,120.0,0
0.446,0.259,23.0,14.4,149.0,117.0,0
0.352,0.214,12.0,11.0,125.0,143.0,0
0.481,0.375,16.0,18.1,198.0,127.0,0
0.402,0.281,13.0,12.5,131.0,107.0,1
0.407,0.225,7.0,11.2,117.0,105.0,1
0.458,0.385,17.0,10.0,170.0,120.0,1
0.432,0.364,16.0,15.0,248.0,113.0,1
0.47,0.436,17.0,19.3,244.0,99.0,0
0.433,0.3,11.0,13.2,144.0,133.0,0
0.531,0.385,14.0,15.2,300.0,138.0,1
0.43,0.238,22.0,6.6,143.0,112.0,0
0.467,0.383,13.0,8.5,217.0,118.0,1
0.6,0.455,17.0,9.2,200.0,114.0,1
0.489,0.286,28.0,12.7,214.0,127.0,0
0.471,0.387,19.0,5.8,300.0,130.0,0
0.392,0.185,23.0,11.4,147.0,133.0,0
0.512,0.294,15.0,14.8,157.0,122.0,1
0.404,0.382,17.0,6.7,212.0,103.0,1
0.593,0.532,8.0,15.7,252.0,130.0,1
0.473,0.294,12.0,18.3,126.0,109.0,0
0.522,0.444,12.0,10.2,193.0,105.0,1
0.566,0.5,21.0,14.3,164.0,122.0,1
0.474,0.346,17.0,13.0,210.0,120.0,1
0.5,0.457,10.0,13.6,141.0,118.0,1
0.392,0.25,24.0,17.2,219.0,119.0,0
0.415,0.324,12.0,9.0,162.0,107.0,1
0.471,0.261,20.0,9.4,200.0,120.0,0
0.435,0.483,25.0,11.8,243.0,111.0,0
0.41,0.368,18.0,14.0,161.0,124.0,0
0.505,0.417,26.0,7.1,168.0,141.0,0
0.413,0.297,24.0,12.5,135.0,103.0,0
0.459,0.366,11.0,11.8,140.0,128.0,1
0.465,0.125,5.0,10.4,124.0,119.0,1
0.36,0.261,22.0,11.0,220.0,114.0,1
0.471,0.222,19.0,9.5,215.0,104.0,1
0.494,0.36,13.0,20.2,161.0,112.0,0
0.471,0.31,8.0,8.9,300.0,114.0,0
0.373,0.19,10.0,13.0,132.0,105.0,0
0.487,0.346,14.0,20.3,224.0,108.0,0
0.42,0.364,19.0,16.5,200.0,130.0,0
0.505,0.414,23.0,9.8,157.0,133.0,1
0.471,0.475,16.0,14.1,189.0,119.0,1
0.449,0.25,15.0,9.3,129.0,99.0,0
0.505,0.5,5.0,7.7,300.0,129.0,0
0.489,0.368,16.0,9.9,132.0,115.0,1
0.529,0.455,17.0,14.8,175.0,111.0,0
0.506,0.324,14.0,18.2,184.0,115.0,1
0.45,0.311,19.0,8.9,189.0,119.0,0
0.5,0.222,14.0,11.1,174.0,128.0,1
0.385,0.447,21.0,10.9,250.0,112.0,1
0.424,0.325,10.0,6.3,142.0,139.0,0
0.506,0.333,15.0,7.9,207.0,109.0,0
0.467,0.208,21.0,14.6,137.0,109.0,1
0.522,0.438,26.0,7.9,250.0,136.0,1
0.344,0.222,16.0,11.6,138.0,135.0,0
0.482,0.158,19.0,11.5,133.0,132.0,0
0.489,0.385,16.0,12.1,147.0,135.0,1
0.472,0.158,25.0,7.2,203.0,91.0,1
0.435,0.333,10.0,12.5,131.0,115.0,1
0.506,0.419,20.0,7.8,255.0,123.0,0
0.4,0.303,25.0,14.5,229.0,146.0,0
0.538,0.424,24.0,10.7,162.0,134.0,1
0.429,0.281,19.0,6.9,272.0,136.0,0
0.407,0.4,5.0,15.1,130.0,121.0,0
0.452,0.359,10.0,9.9,247.0,130.0,0
0.36,0.226,16.0,7.7,178.0,111.0,1
0.559,0.424,20.0,16.9,213.0,126.0,1
0.589,0.367,11.0,11.8,173.0,121.0,1
0.458,0.355,19.0,12.2,196.0,132.0,1
0.443,0.292,38.0,17.0,260.0,133.0,1
0.439,0.317,10.0,7.8,156.0,139.0,0
0.356,0.227,16.0,15.2,216.0,115.0,1
0.467,0.414,12.0,12.2,176.0,116.0,1
0.519,0.448,16.0,15.2,164.0,120.0,1
0.481,0.483,18.0,12.0,200.0,120.0,1
0.467,0.212,19.0,23.3,237.0,113.0,0
0.43,0.318,19.0,14.9,203.0,109.0,0
0.488,0.55,26.0,11.4,300.0,113.0,0
0.494,0.333,17.0,6.2,165.0,139.0,0
0.513,0.333,12.0,11.0,143.0,125.0,0
0.506,0.583,15.0,10.8,159.0,112.0,1
0.398,0.257,23.0,11.5,153.0,107.0,1
0.466,0.355,16.0,10.9,199.0,105.0,0
0.38,0.296,8.0,11.7,223.0,126.0,0
0.47,0.286,16.0,8.1,153.0,119.0,1
0.476,0.357,24.0,11.7,300.0,105.0,0
0.432,0.276,19.0,13.3,117.0,126.0,1
0.524,0.323,16.0,9.9,205.0,120.0,1
0.537,0.345,21.0,14.1,186.0,118.0,0
0.446,0.439,8.0,7.1,135.0,132.0,0
0.43,0.319,20.0,12.8,171.0,118.0,1
0.398,0.25,14.0,11.7,122.0,115.0,0
0.42,0.452,24.0,7.3,126.0,116.0,1
0.42,0.444,24.0,18.9,151.0,103.0,0
0.485,0.367,15.0,10.9,185.0,134.0,1
0.43,0.432,22.0,11.7,128.0,121.0,1
0.494,0.5,31.0,17.1,172.0,104.0,1
0.39,0.214,22.0,15.5,139.0,122.0,0
0.469,0.346,24.0,11.3,174.0,109.0,1
0.378,0.292,13.0,10.9,150.0,113.0,0
0.598,0.488,18.0,12.9,217.0,111.0,1
0.424,0.414,17.0,12.9,192.0,96.0,1
0.468,0.409,12.0,14.6,147.0,102.0,1
0.561,0.444,10.0,12.0,212.0,129.0,1
0.476,0.41,7.0,19.2,147.0,125.0,0
0.529,0.444,20.0,12.8,161.0,108.0,1
0.432,0.351,14.0,12.1,143.0,103.0,1
0.462,0.324,16.0,11.3,140.0,150.0,0
0.357,0.28,17.0,8.5,223.0,120.0,0
0.463,0.375,40.0,9.8,177.0,121.0,1
0.5,0.379,30.0,6.4,157.0,128.0,0
0.506,0.452,16.0,14.7,155.0,114.0,0
0.449,0.367,6.0,13.1,124.0,143.0,1
0.512,0.548,5.0,14.4,212.0,112.0,0
0.488,0.483,12.0,14.5,216.0,121.0,0
0.463,0.235,14.0,11.8,136.0,118.0,0
0.36,0.273,15.0,6.9,158.0,120.0,1
0.5,0.472,14.0,14.6,300.0,105.0,1
0.542,0.385,5.0,17.1,300.0,122.0,0
0.563,0.455,9.0,6.4,225.0,108.0,1
0.495,0.321,19.0,12.8,143.0,134.0,0
0.608,0.5,10.0,17.4,172.0,127.0,1
0.407,0.385,23.0,10.1,193.0,116.0,0
0.41,0.222,14.0,12.4,126.0,94.0,1
0.468,0.5,17.0,10.1,168.0,101.0,1
0.442,0.296,26.0,18.4,224.0,116.0,0
0.378,0.267,15.0,10.8,109.0,123.0,0
0.442,0.379,13.0,14.0,160.0,101.0,0
0.371,0.368,21.0,8.7,162.0,120.0,1
0.568,0.5,7.0,13.1,164.0,135.0,0
0.271,0.13,14.0,9.5,106.0,126.0,0
0.526,0.483,8.0,9.9,160.0,123.0,1
0.54,0.406,8.0,9.9,196.0,119.0,0
0.463,0.3,15.0,14.3,195.0,118.0,1
0.541,0.333,26.0,9.9,250.0,104.0,1
0.447,0.391,7.0,7.4,148.0,150.0,1
0.395,0.289,18.0,10.8,200.0,119.0,0
0.43,0.419,18.0,6.3,179.0,120.0,1
0.456,0.417,21.0,14.5,173.0,109.0,0
0.421,0.233,24.0,14.6,115.0,139.0,0
0.375,0.107,16.0,10.3,179.0,131.0,1
0.406,0.323,15.0,9.5,151.0,113.0,1
0.441,0.286,16.0,14.9,145.0,113.0,1
0.446,0.3,16.0,10.6,140.0,132.0,1
0.52,0.472,28.0,13.5,300.0,118.0,1
0.476,0.458,6.0,16.0,228.0,128.0,0
0.505,0.31,16.0,9.3,158.0,130.0,0
0.421,0.304,16.0,20.7,161.0,127.0,0
0.446,0.436,11.0,10.9,150.0,120.0,1
0.467,0.361,12.0,17.9,155.0,124.0,1
0.386,0.375,14.0,9.6,206.0,124.0,1
0.393,0.242,26.0,11.2,164.0,125.0,0
0.55,0.542,23.0,14.4,208.0,96.0,1
0.438,0.371,4.0,13.3,147.0,114.0,1
0.543,0.462,11.0,10.9,174.0,122.0,0
0.488,0.375,9.0,15.9,191.0,117.0,0
0.478,0.355,17.0,13.9,156.0,121.0,0
0.484,0.429,12.0,5.6,158.0,126.0,1
0.468,0.4,14.0,15.2,238.0,111.0,1
0.518,0.419,26.0,6.6,233.0,129.0,1
0.413,0.324,24.0,13.1,143.0,108.0,1
0.451,0.292,23.0,8.8,162.0,111.0,1
0.443,0.4,12.0,14.5,148.0,113.0,1
0.523,0.406,18.0,14.0,173.0,124.0,1
0.458,0.432,11.0,13.7,234.0,124.0,1
0.436,0.303,1.0,11.2,146.0,123.0,0
0.5,0.6,20.0,12.1,165.0,115.0,0
0.415,0.348,26.0,7.7,207.0,131.0,0
0.478,0.364,6.0,11.2,193.0,108.0,1
0.466,0.289,11.0,13.6,186.0,124.0,1
0.479,0.325,15.0,8.0,173.0,132.0,1
0.571,0.435,31.0,7.9,171.0,131.0,0
0.467,0.304,12.0,17.5,144.0,127.0,1
0.417,0.391,15.0,8.8,147.0,141.0,1
0.47,0.379,26.0,11.8,137.0,114.0,1
0.433,0.281,26.0,14.9,154.0,109.0,0
0.45,0.314,14.0,10.0,200.0,139.0,0
0.41,0.314,18.0,13.9,218.0,111.0,1
0.458,0.4,22.0,8.6,180.0,137.0,0
0.505,0.559,13.0,12.1,170.0,110.0,0
0.395,0.318,28.0,11.9,200.0,116.0,1
0.455,0.297,10.0,11.9,200.0,99.0,0
0.461,0.422,15.0,10.4,153.0,122.0,1
0.469,0.423,17.0,7.9,146.0,116.0,0
0.417,0.326,9.0,8.8,138.0,109.0,0
0.394,0.407,24.0,11.1,165.0,129.0,1
0.527,0.355,11.0,11.6,159.0,113.0,1
0.496,0.367,17.0,13.0,160.0,125.0,1
0.523,0.417,18.0,13.4,166.0,111.0,1
0.471,0.297,6.0,9.5,149.0,125.0,0
0.415,0.273,19.0,8.7,150.0,102.0,0
0.495,0.267,12.0,9.4,158.0,114.0,0
0.302,0.4,27.0,18.5,129.0,122.0,1
0.565,0.433,15.0,14.5,155.0,126.0,1
0.489,0.429,24.0,12.9,185.0,128.0,0
0.5,0.353,12.0,18.8,148.0,112.0,1
0.462,0.405,21.0,9.6,157.0,128.0,0
0.482,0.419,23.0,15.9,147.0,101.0,0
0.474,0.435,18.0,14.7,228.0,125.0,1
0.454,0.529,9.0,11.1,217.0,123.0,1
0.449,0.423,17.0,8.5,153.0,120.0,1
0.468,0.316,17.0,7.9,144.0,103.0,0
0.511,0.389,16.0,9.5,184.0,129.0,1
0.47,0.419,16.0,7.1,300.0,107.0,0
0.593,0.533,24.0,15.1,231.0,132.0,1
0.459,0.414,18.0,14.9,166.0,120.0,0
0.434,0.375,17.0,13.2,145.0,105.0,1
0.452,0.265,14.0,15.8,200.0,125.0,0
0.512,0.471,28.0,14.3,173.0,112.0,0
0.43,0.379,13.0,12.9,127.0,115.0,0
0.459,0.406,12.0,10.3,138.0,116.0,1
0.529,0.533,21.0,9.9,158.0,130.0,1
0.472,0.424,10.0,7.6,139.0,129.0,1
0.545,0.391,11.0,14.5,219.0,116.0,1
0.5,0.412,14.0,8.0,169.0,102.0,0
0.538,0.385,9.0,9.3,207.0,109.0,0
0.42,0.563,22.0,17.0,158.0,109.0,0
0.47,0.304,21.0,24.5,191.0,115.0,1
0.429,0.279,17.0,10.6,139.0,126.0,1
0.438,0.342,11.0,13.6,137.0,145.0,1
0.44,0.379,21.0,14.0,148.0,128.0,0
0.457,0.391,11.0,9.2,165.0,117.0,0
0.467,0.296,9.0,4.9,182.0,106.0,0
0.576,0.412,13.0,17.1,250.0,119.0,1
0.506,0.414,7.0,11.5,156.0,130.0,1
0.42,0.276,25.0,10.4,250.0,107.0,0
0.41,0.333,30.0,13.1,125.0,111.0,0
0.398,0.265,25.0,10.2,166.0,111.0,1
0.527,0.452,12.0,6.6,175.0,122.0,1
0.409,0.167,13.0,9.2,200.0,110.0,0
0.437,0.269,10.0,12.9,168.0,95.0,1
0.451,0.297,20.0,10.7,173.0,125.0,1
0.519,0.333,23.0,12.7,158.0,121.0,0
0.522,0.355,11.0,22.7,166.0,147.0,0
0.5,0.444,9.0,10.3,200.0,111.0,0
0.46,0.214,19.0,9.1,162.0,130.0,0
0.398,0.333,21.0,12.0,227.0,135.0,0
0.409,0.28,22.0,18.9,179.0,112.0,0
0.494,0.353,19.0,9.9,300.0,134.0,0
0.494,0.355,16.0,12.4,138.0,113.0,0
0.465,0.407,21.0,13.4,189.0,125.0,0
0.372,0.393,22.0,16.5,127.0,112.0,1
0.364,0.269,26.0,11.3,222.0,125.0,1
0.444,0.313,9.0,7.9,163.0,124.0,1
0.526,0.405,10.0,11.9,166.0,136.0,0
0.402,0.278,10.0,15.4,129.0,104.0,1
0.414,0.143,20.0,11.0,159.0,107.0,0
0.533,0.409,18.0,13.2,165.0,123.0,0
0.487,0.45,21.0,10.8,149.0,119.0,1
0.435,0.303,14.0,12.1,227.0,127.0,1
0.46,0.444,9.0,12.4,137.0,113.0,1
0.465,0.333,22.0,12.6,175.0,126.0,0
0.485,0.424,20.0,9.5,162.0,123.0,1
0.386,0.194,23.0,8.8,132.0,123.0,1
0.435,0.333,12.0,14.6,170.0,100.0,1
0.453,0.343,25.0,10.8,233.0,129.0,1
0.476,0.278,22.0,8.7,177.0,122.0,0
0.453,0.276,19.0,11.7,170.0,113.0,1
0.5,0.333,26.0,13.7,232.0,135.0,1
0.419,0.361,15.0,12.2,187.0,128.0,1
0.484,0.396,4.0,11.9,154.0,102.0,1
0.5,0.188,11.0,15.1,141.0,127.0,0
0.527,0.594,20.0,10.4,239.0,119.0,0
0.479,0.269,21.0,18.4,153.0,134.0,1
0.45,0.067,21.0,10.8,133.0,102.0,1
0.462,0.476,9.0,11.8,218.0,103.0,1
0.557,0.346,20.0,11.9,208.0,106.0,1
0.435,0.345,15.0,13.8,125.0,121.0,0
0.381,0.345,14.0,14.0,120.0,104.0,1
0.506,0.432,8.0,10.6,174.0,108.0,0
0.408,0.281,14.0,5.3,152.0,108.0,1
0.531,0.526,21.0,13.7,223.0,123.0,1
0.442,0.233,17.0,14.0,190.0,122.0,1
0.584,0.457,14.0,13.4,198.0,110.0,1
0.442,0.357,9.0,16.5,148.0,126.0,1
0.417,0.313,18.0,15.2,122.0,124.0,0
0.514,0.5,37.0,14.7,162.0,129.0,0
0.538,0.429,19.0,6.4,168.0,124.0,0
0.424,0.231,21.0,12.6,131.0,107.0,1
0.495,0.36,20.0,16.8,184.0,131.0,0
0.457,0.321,15.0,8.1,144.0,119.0,1
0.488,0.436,19.0,7.9,288.0,118.0,0
0.432,0.314,19.0,14.3,162.0,119.0,0
0.443,0.308,17.0,8.5,154.0,124.0,1
0.358,0.4,12.0,11.1,130.0,100.0,0
0.5,0.297,18.0,7.3,218.0,128.0,1
0.435,0.296,13.0,14.1,222.0,117.0,1
0.42,0.333,12.0,11.0,169.0,116.0,1
0.535,0.429,16.0,8.5,233.0,119.0,0
0.402,0.4,16.0,10.3,200.0,124.0,0
0.453,0.29,8.0,14.1,218.0,118.0,0
0.506,0.432,6.0,16.0,139.0,115.0,1
0.378,0.273,12.0,9.5,156.0,127.0,0
0.505,0.457,10.0,6.6,182.0,130.0,1
0.541,0.467,19.0,13.8,216.0,117.0,0
0.448,0.354,16.0,6.8,171.0,139.0,1
0.455,0.257,18.0,13.5,195.0,103.0,0
0.488,0.469,15.0,12.1,208.0,110.0,0
0.388,0.333,18.0,11.6,158.0,109.0,0
0.463,0.406,21.0,10.8,135.0,134.0,1
0.436,0.371,17.0,11.1,184.0,121.0,0
0.449,0.313,19.0,14.9,139.0,100.0,0
0.5,0.375,12.0,11.3,182.0,100.0,1
0.494,0.324,10.0,17.3,181.0,122.0,1
0.479,0.28,18.0,13.9,153.0,112.0,1
0.465,0.469,19.0,15.7,157.0,113.0,0
0.439,0.375,21.0,13.5,207.0,117.0,1
0.514,0.419,15.0,21.0,246.0,115.0,0
0.424,0.333,18.0,9.7,148.0,136.0,1
0.396,0.269,7.0,7.6,163.0,117.0,0
0.47,0.333,19.0,13.0,215.0,115.0,1
0.38,0.351,19.0,8.9,148.0,103.0,0
0.533,0.412,26.0,10.9,207.0,120.0,1
0.553,0.459,16.0,11.2,196.0,119.0,0
0.494,0.37,27.0,13.6,200.0,99.0,1
0.475,0.286,18.0,5.1,200.0,96.0,1
0.431,0.419,29.0,14.5,159.0,121.0,1
0.506,0.308,10.0,11.9,174.0,117.0,0
0.424,0.273,25.0,15.2,171.0,117.0,1
0.413,0.308,18.0,8.0,142.0,111.0,1
0.489,0.467,15.0,7.4,193.0,111.0,0
0.398,0.38,25.0,11.1,200.0,143.0,1
0.461,0.455,21.0,14.6,142.0,122.0,1
0.476,0.353,11.0,13.2,300.0,129.0,0
0.5,0.455,19.0,9.1,213.0,116.0,0
0.395,0.375,15.0,19.6,226.0,113.0,0
0.409,0.25,11.0,12.0,155.0,123.0,0
0.558,0.462,19.0,16.4,228.0,126.0,1
0.471,0.375,31.0,13.0,250.0,122.0,1
0.457,0.333,15.0,3.7,300.0,96.0,1
0.423,0.439,22.0,11.8,204.0,109.0,1
0.468,0.462,20.0,13.5,134.0,110.0,0
0.529,0.563,6.0,19.5,169.0,115.0,0
0.48,0.49,25.0,8.0,249.0,130.0,1
0.5,0.438,15.0,12.3,168.0,133.0,0
0.485,0.378,13.0,11.2,155.0,126.0,1
0.539,0.52,19.0,10.5,202.0,99.0,1
0.494,0.317,11.0,12.7,190.0,114.0,0
0.481,0.343,17.0,18.5,149.0,120.0,0
0.4,0.409,19.0,11.7,200.0,126.0,0
0.432,0.313,9.0,10.6,147.0,130.0,0
0.382,0.353,20.0,8.4,180.0,122.0,0
0.507,0.458,20.0,24.2,123.0,103.0,1
0.437,0.405,15.0,14.5,160.0,122.0,0
0.482,0.357,28.0,14.8,300.0,120.0,1
0.443,0.341,16.0,10.9,232.0,122.0,1
0.457,0.275,18.0,13.3,176.0,127.0,0
0.435,0.459,17.0,12.1,158.0,115.0,1
0.571,0.474,9.0,12.7,182.0,126.0,1
0.451,0.295,21.0,12.1,195.0,129.0,0
0.506,0.345,25.0,15.7,207.0,113.0,0
0.402,0.241,33.0,5.7,147.0,116.0,1
0.4,0.394,18.0,12.7,143.0,126.0,1
0.461,0.367,14.0,12.8,171.0,147.0,0
0.552,0.5,7.0,10.6,197.0,115.0,1
0.41,0.368,17.0,12.4,203.0,118.0,0
0.469,0.452,13.0,8.8,175.0,120.0,1
0.521,0.379,22.0,6.9,200.0,140.0,0
0.42,0.306,12.0,10.3,143.0,86.0,0
0.476,0.48,13.0,9.9,162.0,110.0,0
0.422,0.333,13.0,11.1,282.0,131.0,1
0.411,0.135,25.0,9.8,160.0,129.0,1
0.455,0.395,16.0,9.2,195.0,107.0,0
0.462,0.2,17.0,9.8,159.0,117.0,0
0.441,0.314,16.0,12.9,141.0,115.0,1
0.461,0.31,21.0,15.3,162.0,106.0,0
0.461,0.359,15.0,5.9,180.0,124.0,1
0.453,0.389,15.0,12.9,153.0,136.0,0
0.43,0.353,13.0,14.7,232.0,122.0,0
0.464,0.286,12.0,9.5,142.0,123.0,0
0.402,0.375,21.0,13.2,142.0,136.0,0
0.439,0.324,14.0,7.7,198.0,122.0,0
0.512,0.333,20.0,13.9,197.0,115.0,1
0.472,0.393,19.0,10.1,143.0,117.0,1
0.529,0.414,21.0,10.8,212.0,119.0,1
0.472,0.276,25.0,8.0,219.0,156.0,1
0.46,0.29,16.0,10.1,216.0,136.0,0
0.477,0.417,7.0,8.8,147.0,122.0,0
0.522,0.455,14.0,19.0,178.0,102.0,0
0.584,0.667,15.0,11.9,212.0,113.0,0
0.449,0.463,24.0,16.6,234.0,126.0,0
0.443,0.357,13.0,12.8,247.0,122.0,1
0.557,0.515,17.0,16.1,166.0,120.0,1
0.512,0.459,14.0,11.4,208.0,121.0,0
0.519,0.333,23.0,13.1,178.0,116.0,1
0.479,0.413,21.0,9.3,215.0,131.0,0
0.411,0.348,17.0,12.4,256.0,118.0,0
0.475,0.321,12.0,15.7,200.0,108.0,0
0.419,0.294,10.0,15.4,132.0,109.0,1
0.391,0.308,18.0,11.2,142.0,127.0,1
0.488,0.472,11.0,17.7,221.0,121.0,0
0.413,0.313,16.0,12.1,246.0,129.0,0
0.543,0.435,21.0,11.5,177.0,123.0,1
0.516,0.378,17.0,13.6,187.0,109.0,1
0.512,0.533,24.0,12.2,200.0,105.0,0
0.419,0.3,14.0,10.6,208.0,128.0,0
0.522,0.25,17.0,16.7,132.0,99.0,1
0.442,0.355,14.0,14.6,300.0,121.0,0
0.429,0.233,16.0,12.5,128.0,131.0,1
0.459,0.414,17.0,12.9,160.0,129.0,1
0.398,0.324,18.0,14.0,147.0,120.0,1
0.532,0.538,16.0,8.9,216.0,110.0,1
0.448,0.333,26.0,6.5,176.0,147.0,0
0.372,0.3,14.0,11.9,150.0,106.0,0
0.453,0.3,17.0,10.9,145.0,125.0,1
0.444,0.333,14.0,10.9,167.0,99.0,1
0.388,0.13,3.0,6.0,135.0,127.0,0
0.417,0.257,22.0,14.2,145.0,119.0,0
0.6,0.48,16.0,16.0,213.0,130.0,1
0.462,0.353,7.0,9.5,157.0,127.0,1
0.5,0.5,15.0,12.7,161.0,119.0,0
0.506,0.414,23.0,13.9,166.0,125.0,1
0.481,0.44,29.0,12.2,142.0,116.0,1
0.478,0.4,10.0,9.4,207.0,114.0,0
0.529,0.378,17.0,11.2,162.0,120.0,0
0.5,0.25,22.0,12.2,173.0,131.0,1
0.506,0.636,16.0,16.8,142.0,122.0,0
0.439,0.257,19.0,12.2,200.0,103.0,1
0.507,0.25,25.0,14.3,200.0,139.0,0
0.486,0.429,25.0,17.5,147.0,115.0,0
0.471,0.452,16.0,12.9,183.0,121.0,1
0.406,0.257,26.0,14.8,183.0,112.0,1
0.424,0.286,18.0,9.4,206.0,127.0,0
0.402,0.321,4.0,10.8,222.0,107.0,0
0.379,0.394,22.0,13.9,285.0,124.0,0
0.5,0.286,24.0,12.4,160.0,122.0,0
0.407,0.29,14.0,15.9,200.0,114.0,1
0.544,0.543,9.0,13.7,200.0,121.0,0
0.556,0.563,18.0,12.4,175.0,127.0,0
0.4,0.333,15.0,8.8,261.0,126.0,0
0.427,0.318,16.0,8.4,139.0,108.0,1
0.54,0.278,15.0,8.6,146.0,128.0,1
0.424,0.227,25.0,7.6,250.0,116.0,0
0.429,0.382,20.0,15.2,149.0,134.0,0
0.422,0.294,7.0,15.5,156.0,110.0,1
0.433,0.333,20.0,5.9,229.0,97.0,1
0.552,0.5,22.0,15.5,174.0,114.0,1
0.438,0.393,12.0,9.4,194.0,116.0,0
0.537,0.394,16.0,8.8,218.0,141.0,0
0.458,0.278,15.0,13.1,246.0,128.0,0
0.39,0.341,13.0,14.6,107.0,103.0,0
0.432,0.286,20.0,3.7,147.0,109.0,0
0.383,0.294,29.0,14.0,222.0,122.0,1
0.451,0.364,21.0,10.3,174.0,122.0,1
0.386,0.226,19.0,11.5,136.0,120.0,0
0.542,0.367,13.0,13.5,164.0,122.0,1
