fg%,3p%,ft,tov%,ortg_max,drtg_max,home
0.379,0.273,18.0,9.4,242.0,101.0,1
0.427,0.39,14.0,10.3,147.0,125.0,0
0.521,0.375,13.0,14.2,141.0,112.0,1
0.483,0.366,16.0,11.6,147.0,115.0,1
0.429,0.321,19.0,13.4,169.0,131.0,1
0.388,0.368,13.0,16.3,127.0,118.0,1
0.5,0.324,26.0,11.6,149.0,120.0,0
0.398,0.354,20.0,11.2,188.0,123.0,1
0.321,0.278,19.0,19.0,115.0,118.0,0
0.422,0.294,23.0,13.0,231.0,125.0,0
0.545,0.432,12.0,6.0,155.0,143.0,1
0.417,0.314,18.0,12.2,137.0,114.0,0
0.468,0.341,28.0,12.1,170.0,117.0,1
0.415,0.333,21.0,13.1,160.0,116.0,0
0.522,0.475,11.0,8.6,239.0,117.0,1
0.481,0.314,13.0,16.6,300.0,125.0,1
0.512,0.481,13.0,13.0,135.0,121.0,1
0.518,0.421,12.0,14.9,165.0,102.0,0
0.425,0.154,18.0,14.2,184.0,114.0,0
0.517,0.182,17.0,11.8,148.0,109.0,0
0.41,0.2,22.0,13.0,132.0,116.0,0
0.402,0.321,12.0,8.0,124.0,126.0,1
0.541,0.382,24.0,9.4,244.0,132.0,0
0.516,0.459,10.0,10.0,144.0,138.0,1
0.536,0.567,16.0,10.8,167.0,109.0,1
0.455,0.207,8.0,10.6,128.0,104.0,0
0.453,0.357,24.0,20.3,132.0,99.0,0
0.404,0.25,14.0,9.6,156.0,132.0,0
0.413,0.542,21.0,10.6,153.0,127.0,0
0.417,0.415,31.0,12.4,246.0,134.0,1
0.463,0.333,20.0,11.9,140.0,128.0,0
0.43,0.13,26.0,10.0,208.0,119.0,1
0.512,0.475,19.0,14.1,156.0,138.0,1
0.413,0.444,10.0,9.9,130.0,111.0,1
0.349,0.148,9.0,10.8,120.0,111.0,1
0.429,0.31,23.0,18.1,146.0,117.0,0
0.447,0.393,14.0,12.0,166.0,108.0,1
0.548,0.415,15.0,12.3,202.0,127.0,0
0.397,0.361,21.0,12.7,149.0,127.0,0
0.453,0.364,21.0,13.1,202.0,130.0,0
0.439,0.353,10.0,16.9,144.0,117.0,1
0.41,0.324,17.0,7.3,172.0,145.0,1
0.353,0.333,20.0,14.5,213.0,107.0,1
0.5,0.379,9.0,15.9,167.0,102.0,0
0.398,0.294,16.0,13.3,162.0,121.0,1
0.474,0.294,20.0,6.9,152.0,127.0,0
0.521,0.435,18.0,9.7,151.0,123.0,1
0.455,0.293,16.0,11.5,151.0,123.0,0
0.595,0.552,21.0,12.6,168.0,128.0,0
0.469,0.208,16.0,16.6,200.0,117.0,0
0.429,0.3,28.0,13.8,175.0,120.0,0
0.615,0.5,13.0,16.2,300.0,119.0,0
0.417,0.405,18.0,15.2,197.0,112.0,0
0.427,0.063,26.0,6.3,191.0,130.0,0
0.462,0.405,17.0,7.3,300.0,111.0,1
0.56,0.44,24.0,10.3,186.0,116.0,1
0.394,0.357,29.0,10.4,248.0,138.0,1
0.386,0.366,10.0,10.1,172.0,112.0,1
0.5,0.432,14.0,10.6,165.0,107.0,1
0.446,0.353,22.0,8.4,137.0,108.0,0
0.544,0.385,16.0,9.3,162.0,120.0,0
0.467,0.378,22.0,12.1,151.0,124.0,0
0.482,0.207,18.0,14.3,132.0,118.0,0
0.479,0.533,26.0,11.9,200.0,125.0,0
0.529,0.44,19.0,5.8,177.0,118.0,0
0.519,0.519,16.0,14.7,206.0,97.0,1
0.396,0.38,14.0,14.3,158.0,111.0,1
0.473,0.241,18.0,12.0,164.0,132.0,0
0.479,0.267,12.0,9.5,140.0,128.0,1
0.506,0.294,25.0,14.6,183.0,128.0,0
0.425,0.25,15.0,12.8,193.0,117.0,1
0.36,0.273,23.0,13.1,144.0,127.0,0
0.484,0.41,8.0,11.1,143.0,127.0,0
0.44,0.35,38.0,8.9,171.0,157.0,1
0.515,0.474,13.0,9.9,172.0,112.0,0
0.457,0.314,15.0,7.2,177.0,106.0,1
0.444,0.27,16.0,9.2,138.0,130.0,0
0.419,0.267,17.0,15.7,161.0,115.0,1
0.433,0.333,21.0,11.5,138.0,124.0,1
0.438,0.5,20.0,9.9,160.0,107.0,1
0.333,0.4,14.0,12.2,276.0,111.0,1
0.5,0.444,22.0,18.8,181.0,111.0,1
0.519,0.333,11.0,13.6,144.0,118.0,1
0.457,0.457,20.0,7.1,189.0,123.0,0
0.565,0.389,32.0,14.8,200.0,104.0,1
0.365,0.333,21.0,7.8,150.0,99.0,1
0.427,0.489,12.0,7.2,170.0,124.0,0
0.591,0.4,13.0,17.3,161.0,121.0,1
0.4,0.297,16.0,11.2,134.0,120.0,1
0.356,0.188,14.0,12.5,147.0,132.0,1
0.44,0.25,26.0,14.1,141.0,115.0,0
0.396,0.19,24.0,4.4,212.0,127.0,1
0.482,0.389,20.0,12.8,195.0,107.0,1
0.402,0.179,19.0,16.2,120.0,111.0,0
0.488,0.385,7.0,9.9,224.0,140.0,0
0.489,0.25,12.0,8.4,150.0,141.0,0
0.391,0.172,16.0,11.8,178.0,121.0,0
0.367,0.296,12.0,11.0,124.0,113.0,1
0.521,0.5,15.0,6.3,213.0,121.0,1
0.414,0.286,20.0,7.6,177.0,119.0,1
0.438,0.235,21.0,17.9,130.0,103.0,1
0.482,0.385,31.0,16.4,237.0,110.0,1
0.553,0.483,19.0,12.7,279.0,150.0,0
0.49,0.294,10.0,11.3,137.0,125.0,0
0.4,0.333,23.0,13.5,192.0,128.0,0
0.39,0.263,10.0,14.5,146.0,117.0,1
0.529,0.576,13.0,14.4,247.0,109.0,1
0.422,0.273,18.0,5.7,200.0,97.0,0
0.452,0.321,10.0,15.0,157.0,102.0,1
0.484,0.269,18.0,11.2,206.0,123.0,0
0.427,0.361,33.0,12.4,159.0,116.0,0
0.625,0.563,23.0,15.4,300.0,126.0,0
0.405,0.351,10.0,15.2,138.0,111.0,0
0.439,0.417,14.0,6.1,188.0,129.0,0
0.517,0.525,8.0,14.3,153.0,100.0,0
0.525,0.378,20.0,19.7,155.0,107.0,1
0.5,0.372,19.0,5.5,169.0,128.0,1
0.479,0.381,23.0,15.8,159.0,127.0,0
0.375,0.345,17.0,6.8,144.0,101.0,1
0.506,0.405,19.0,16.9,174.0,123.0,0
0.398,0.304,20.0,9.2,152.0,131.0,0
0.521,0.364,13.0,10.4,145.0,113.0,1
0.443,0.281,13.0,12.0,147.0,127.0,1
0.511,0.533,21.0,8.9,177.0,121.0,1
0.418,0.324,19.0,14.4,148.0,112.0,0
0.433,0.185,12.0,14.2,127.0,120.0,0
0.384,0.333,23.0,13.2,141.0,134.0,0
0.525,0.467,19.0,15.1,216.0,117.0,1
0.417,0.318,11.0,14.9,168.0,117.0,0
0.449,0.442,13.0,10.2,252.0,116.0,0
0.359,0.2,19.0,10.2,214.0,115.0,0
0.45,0.35,15.0,7.6,157.0,125.0,0
0.453,0.3,9.0,8.1,143.0,117.0,1
0.429,0.317,12.0,11.1,133.0,138.0,1
0.383,0.313,17.0,9.5,136.0,120.0,1
0.36,0.286,4.0,14.1,283.0,115.0,0
0.477,0.4,8.0,11.8,160.0,134.0,1
0.526,0.333,10.0,12.9,200.0,141.0,1
0.488,0.346,21.0,8.5,160.0,124.0,1
0.45,0.371,15.0,13.6,200.0,128.0,0
0.488,0.476,19.0,18.2,162.0,110.0,1
0.414,0.39,5.0,13.6,145.0,124.0,1
0.434,0.393,13.0,13.3,154.0,104.0,0
0.352,0.231,38.0,14.8,143.0,114.0,1
0.494,0.474,12.0,17.6,177.0,110.0,0
0.494,0.382,18.0,14.2,134.0,106.0,1
0.409,0.207,9.0,15.6,217.0,115.0,0
0.465,0.367,21.0,10.1,197.0,127.0,0
0.5,0.484,10.0,7.4,300.0,113.0,1
0.464,0.421,9.0,16.4,221.0,109.0,1
0.363,0.371,10.0,16.5,300.0,118.0,0
0.427,0.333,14.0,8.8,139.0,103.0,1
0.4,0.196,18.0,10.0,140.0,131.0,0
0.538,0.457,22.0,17.6,153.0,120.0,1
0.522,0.414,22.0,5.5,154.0,133.0,1
0.429,0.367,25.0,11.8,163.0,122.0,0
0.558,0.52,17.0,11.3,164.0,121.0,1
0.469,0.372,26.0,5.1,300.0,116.0,1
0.464,0.444,20.0,14.5,174.0,133.0,1
0.505,0.385,27.0,13.6,166.0,132.0,1
0.465,0.395,21.0,5.9,159.0,137.0,0
0.429,0.257,15.0,10.6,207.0,114.0,1
0.354,0.22,16.0,17.3,122.0,122.0,1
0.553,0.514,20.0,19.4,146.0,129.0,0
0.442,0.357,14.0,11.9,213.0,117.0,0
0.354,0.204,9.0,9.4,176.0,118.0,1
0.506,0.357,16.0,12.2,191.0,130.0,0
0.519,0.323,20.0,10.3,225.0,113.0,0
0.402,0.3,19.0,11.4,166.0,109.0,1
0.518,0.353,23.0,18.0,199.0,98.0,1
0.47,0.378,21.0,12.6,162.0,109.0,1
0.427,0.324,23.0,11.4,155.0,123.0,0
0.402,0.31,11.0,11.6,142.0,97.0,0
0.402,0.318,14.0,12.9,183.0,121.0,1
0.4,0.208,18.0,9.8,149.0,99.0,1
0.5,0.333,16.0,14.7,200.0,128.0,0
0.345,0.343,18.0,7.6,117.0,112.0,1
0.397,0.286,26.0,17.0,129.0,121.0,0
0.411,0.323,8.0,6.7,184.0,100.0,1
0.463,0.321,15.0,9.8,161.0,116.0,0
0.452,0.293,19.0,12.0,229.0,139.0,1
0.444,0.405,27.0,13.4,300.0,114.0,1
0.549,0.536,19.0,12.3,167.0,119.0,0
0.468,0.542,29.0,13.7,183.0,126.0,1
0.422,0.351,12.0,13.6,231.0,139.0,1
0.42,0.432,12.0,13.1,181.0,117.0,1
0.495,0.436,16.0,12.9,182.0,116.0,1
0.454,0.368,7.0,9.0,250.0,108.0,0
0.449,0.214,25.0,11.7,138.0,125.0,0
0.34,0.333,11.0,9.0,227.0,120.0,1
0.447,0.433,16.0,6.7,143.0,114.0,0
0.451,0.45,11.0,16.2,127.0,104.0,0
0.472,0.185,22.0,12.9,167.0,105.0,1
0.44,0.2,16.0,8.4,149.0,135.0,1
0.402,0.231,30.0,6.7,151.0,120.0,1
0.338,0.308,32.0,12.3,149.0,116.0,1
0.481,0.528,20.0,8.9,163.0,127.0,0
0.553,0.5,21.0,17.9,192.0,126.0,0
0.506,0.448,17.0,13.9,142.0,133.0,1
0.453,0.308,13.0,12.0,208.0,101.0,0
0.506,0.405,12.0,9.9,250.0,140.0,0
0.612,0.556,11.0,16.4,164.0,122.0,0
0.424,0.344,12.0,14.9,170.0,129.0,0
0.347,0.379,16.0,13.4,169.0,113.0,0
0.407,0.4,18.0,9.6,300.0,113.0,1
0.459,0.355,17.0,12.1,150.0,124.0,1
0.543,0.5,10.0,14.7,194.0,142.0,0
0.488,0.393,16.0,9.5,163.0,129.0,0
0.494,0.5,22.0,8.4,158.0,128.0,0
0.529,0.36,23.0,10.6,169.0,120.0,1
0.484,0.233,22.0,12.4,177.0,123.0,0
0.436,0.3,12.0,16.4,239.0,127.0,0
0.416,0.463,11.0,15.7,241.0,113.0,0
0.425,0.206,10.0,12.0,132.0,129.0,1
0.435,0.37,18.0,14.5,173.0,130.0,0
0.537,0.4,12.0,10.1,218.0,110.0,1
0.455,0.176,16.0,19.1,128.0,105.0,0
0.4,0.286,15.0,11.9,202.0,116.0,1
0.424,0.188,15.0,7.4,130.0,116.0,1
0.456,0.405,18.0,10.7,158.0,112.0,1
0.442,0.294,18.0,13.3,204.0,120.0,0
0.463,0.457,23.0,7.9,169.0,131.0,0
0.4,0.304,17.0,7.7,150.0,112.0,0
0.458,0.333,22.0,12.1,245.0,119.0,1
0.511,0.48,21.0,11.6,285.0,120.0,0
0.436,0.345,22.0,16.6,229.0,104.0,0
0.5,0.486,11.0,10.1,243.0,124.0,1
0.432,0.393,12.0,13.6,143.0,114.0,1
0.463,0.395,21.0,12.4,150.0,116.0,0
0.4,0.321,13.0,13.3,161.0,110.0,0
0.512,0.375,10.0,8.1,171.0,107.0,0
0.481,0.222,18.0,16.3,202.0,108.0,1
0.447,0.364,6.0,9.3,300.0,115.0,0
0.423,0.4,24.0,12.5,191.0,104.0,1
0.489,0.303,22.0,8.7,217.0,131.0,1
0.442,0.25,15.0,11.9,128.0,128.0,0
0.449,0.34,9.0,9.7,209.0,131.0,0
0.434,0.256,13.0,8.1,156.0,117.0,1
0.481,0.433,28.0,21.8,146.0,108.0,0
0.446,0.37,20.0,7.5,156.0,116.0,0
0.409,0.36,6.0,14.0,203.0,123.0,0
0.545,0.6,26.0,13.2,243.0,137.0,1
0.427,0.4,14.0,12.0,150.0,112.0,0
0.511,0.39,10.0,12.2,212.0,142.0,0
0.419,0.41,18.0,14.9,204.0,122.0,0
0.505,0.393,18.0,8.3,163.0,125.0,1
0.465,0.371,14.0,12.7,170.0,108.0,1
0.489,0.273,13.0,7.5,191.0,118.0,0
0.43,0.414,27.0,12.2,145.0,125.0,0
0.488,0.25,22.0,16.3,131.0,121.0,0
0.511,0.409,13.0,9.4,147.0,116.0,1
0.409,0.294,21.0,11.7,145.0,120.0,0
0.494,0.4,13.0,13.3,133.0,126.0,0
0.5,0.478,16.0,4.9,154.0,112.0,1
0.473,0.261,20.0,14.1,170.0,116.0,0
0.538,0.348,34.0,13.4,179.0,116.0,0
0.479,0.333,10.0,10.6,176.0,114.0,0
0.548,0.5,26.0,13.3,174.0,115.0,0
0.411,0.333,14.0,10.0,127.0,85.0,1
0.421,0.184,14.0,14.9,123.0,116.0,0
0.558,0.444,20.0,15.7,200.0,117.0,1
0.522,0.48,19.0,9.7,155.0,124.0,0
0.473,0.3,27.0,9.6,169.0,122.0,1
0.409,0.414,16.0,9.6,156.0,107.0,0
0.438,0.3,19.0,11.7,149.0,128.0,0
0.461,0.455,22.0,8.1,164.0,132.0,1
0.395,0.379,14.0,16.6,125.0,106.0,0
0.49,0.459,14.0,10.4,141.0,115.0,0
0.416,0.333,11.0,13.5,165.0,102.0,1
0.437,0.433,14.0,17.3,152.0,130.0,0
0.5,0.371,14.0,10.9,181.0,135.0,0
0.517,0.333,7.0,11.3,162.0,134.0,0
0.388,0.192,19.0,18.5,121.0,107.0,0
0.538,0.359,20.0,13.8,164.0,105.0,0
0.413,0.4,19.0,12.0,136.0,124.0,0
0.419,0.424,8.0,10.1,141.0,122.0,0
0.482,0.371,16.0,10.7,151.0,118.0,0
0.43,0.444,22.0,9.0,225.0,131.0,0
0.432,0.361,13.0,12.0,148.0,111.0,0
0.415,0.429,22.0,10.4,205.0,108.0,1
0.444,0.318,21.0,14.0,150.0,109.0,1
0.404,0.263,17.0,12.4,174.0,130.0,1
0.44,0.235,24.0,17.2,142.0,114.0,0
0.373,0.425,13.0,13.2,125.0,137.0,0
0.446,0.2,29.0,9.0,170.0,143.0,1
0.449,0.467,10.0,12.0,150.0,108.0,1
0.412,0.333,9.0,9.9,139.0,113.0,1
0.413,0.355,9.0,10.1,161.0,126.0,0
0.568,0.522,25.0,14.4,189.0,119.0,1
0.476,0.462,11.0,16.9,209.0,126.0,0
0.416,0.25,23.0,9.9,159.0,111.0,1
0.542,0.5,21.0,8.8,180.0,128.0,1
0.348,0.212,27.0,9.7,148.0,117.0,0
0.489,0.39,17.0,1.9,159.0,125.0,0
0.463,0.176,19.0,10.8,184.0,125.0,0
0.511,0.371,14.0,14.5,213.0,114.0,0
0.452,0.375,16.0,13.1,188.0,123.0,0
0.39,0.333,22.0,17.0,163.0,125.0,0
0.538,0.417,7.0,10.3,153.0,110.0,0
0.459,0.2,14.0,6.8,203.0,109.0,1
0.505,0.324,13.0,8.7,150.0,123.0,0
0.477,0.323,28.0,10.9,144.0,120.0,1
0.584,0.49,29.0,12.6,200.0,117.0,1
0.451,0.353,19.0,9.7,180.0,105.0,1
0.398,0.294,7.0,11.6,166.0,114.0,0
0.468,0.421,24.0,12.3,156.0,115.0,1
0.554,0.473,9.0,10.2,193.0,100.0,1
0.456,0.385,22.0,12.8,231.0,130.0,1
0.382,0.111,33.0,8.8,200.0,95.0,1
0.398,0.394,14.0,10.7,138.0,116.0,0
0.553,0.469,16.0,11.3,165.0,126.0,1
0.385,0.273,27.0,2.8,169.0,136.0,1
0.415,0.269,9.0,10.2,200.0,118.0,1
0.473,0.359,15.0,15.0,146.0,112.0,1
0.462,0.432,22.0,12.4,133.0,115.0,0
0.512,0.419,18.0,8.7,230.0,130.0,0
0.467,0.429,21.0,9.7,195.0,109.0,0
0.521,0.55,29.0,19.8,150.0,120.0,1
0.524,0.421,18.0,20.8,127.0,111.0,1
0.543,0.393,16.0,17.5,193.0,135.0,0
0.512,0.333,30.0,11.3,225.0,115.0,0
0.511,0.385,14.0,8.5,233.0,121.0,1
0.469,0.375,10.0,8.8,227.0,124.0,1
0.462,0.4,18.0,11.5,196.0,128.0,0
0.409,0.281,20.0,14.4,147.0,128.0,1
0.447,0.341,21.0,8.6,146.0,112.0,1
0.529,0.464,17.0,13.5,204.0,118.0,0
0.421,0.208,26.0,11.7,143.0,123.0,1
0.409,0.324,13.0,16.4,132.0,100.0,1
0.443,0.375,17.0,21.1,200.0,119.0,1
0.463,0.333,32.0,15.6,164.0,118.0,1
0.376,0.222,21.0,12.8,155.0,115.0,0
0.5,0.345,21.0,4.8,243.0,126.0,1
0.507,0.45,24.0,15.7,279.0,126.0,0
0.544,0.524,18.0,14.0,166.0,109.0,0
0.468,0.297,12.0,19.5,133.0,149.0,1
0.313,0.364,9.0,9.1,109.0,108.0,1
0.588,0.429,17.0,12.7,300.0,114.0,1
0.488,0.486,14.0,7.9,300.0,106.0,0
0.532,0.444,24.0,13.1,210.0,90.0,1
0.447,0.361,15.0,12.1,157.0,123.0,1
0.469,0.226,3.0,15.4,187.0,125.0,1
0.343,0.227,10.0,9.5,172.0,124.0,0
0.388,0.357,7.0,13.4,133.0,127.0,0
0.435,0.389,16.0,8.7,178.0,135.0,1
0.506,0.333,20.0,13.5,156.0,118.0,0
0.361,0.261,28.0,16.1,200.0,114.0,1
0.45,0.364,11.0,9.9,145.0,123.0,0
0.505,0.395,14.0,12.3,164.0,106.0,1
0.355,0.3,11.0,21.3,117.0,116.0,0
0.398,0.353,19.0,8.0,149.0,117.0,0
0.488,0.414,16.0,14.5,143.0,120.0,0
0.454,0.515,11.0,5.5,173.0,118.0,0
0.39,0.31,22.0,13.7,140.0,120.0,0
0.432,0.222,15.0,8.5,173.0,102.0,1
0.365,0.294,21.0,11.0,160.0,115.0,1
0.427,0.364,22.0,15.4,140.0,119.0,1
0.528,0.48,16.0,17.2,146.0,134.0,0
0.485,0.348,20.0,11.7,175.0,130.0,0
0.427,0.292,13.0,12.7,167.0,133.0,0
0.396,0.333,11.0,10.0,231.0,118.0,0
0.427,0.344,10.0,8.7,200.0,137.0,0
0.552,0.407,21.0,9.2,300.0,127.0,0
0.462,0.366,9.0,13.0,189.0,123.0,1
0.419,0.353,20.0,13.4,174.0,104.0,1
0.43,0.333,8.0,8.4,150.0,131.0,0
0.473,0.357,33.0,9.2,166.0,122.0,1
0.514,0.333,16.0,20.1,143.0,103.0,0
0.37,0.31,18.0,14.1,245.0,130.0,0
0.512,0.292,15.0,17.4,149.0,119.0,0
0.477,0.2,25.0,13.2,212.0,110.0,0
0.547,0.487,18.0,16.8,197.0,122.0,0
0.478,0.267,15.0,10.0,144.0,107.0,1
0.423,0.321,15.0,10.3,222.0,133.0,0
0.419,0.344,26.0,16.0,197.0,107.0,1
0.506,0.444,10.0,14.5,205.0,116.0,0
0.438,0.32,9.0,10.6,148.0,126.0,0
0.37,0.244,13.0,8.4,155.0,121.0,1
0.413,0.306,20.0,11.9,193.0,119.0,0
0.543,0.444,11.0,12.0,209.0,137.0,1
0.494,0.364,21.0,12.1,250.0,144.0,1
0.481,0.263,17.0,16.9,139.0,110.0,0
0.413,0.413,8.0,13.6,186.0,111.0,0
0.506,0.415,27.0,18.3,153.0,126.0,1
0.5,0.2,26.0,13.0,152.0,121.0,0
0.534,0.6,16.0,14.7,236.0,118.0,0
0.419,0.433,6.0,11.8,176.0,126.0,1
0.42,0.359,10.0,13.7,227.0,110.0,1
0.47,0.412,11.0,13.0,260.0,117.0,1
0.444,0.467,22.0,21.7,128.0,119.0,1
0.424,0.296,19.0,3.8,200.0,124.0,1
0.543,0.462,19.0,12.0,172.0,126.0,1
0.402,0.333,16.0,12.5,210.0,117.0,1
0.381,0.269,25.0,16.3,137.0,124.0,0
0.484,0.341,13.0,8.3,214.0,103.0,0
0.449,0.375,8.0,9.6,300.0,112.0,0
0.464,0.4,18.0,11.3,242.0,136.0,0
0.37,0.314,14.0,10.1,136.0,119.0,0
0.549,0.35,25.0,8.5,216.0,122.0,1
0.467,0.294,24.0,5.5,200.0,136.0,0
0.355,0.235,13.0,5.7,200.0,130.0,1
0.494,0.5,14.0,15.0,204.0,116.0,0
0.495,0.4,19.0,13.3,145.0,122.0,0
0.47,0.393,17.0,11.5,138.0,118.0,1
0.5,0.333,26.0,6.7,205.0,123.0,1
0.436,0.5,27.0,14.5,179.0,131.0,1
0.522,0.486,16.0,13.8,140.0,129.0,0
0.42,0.364,25.0,8.2,187.0,131.0,0
0.463,0.314,10.0,13.8,152.0,133.0,1
0.577,0.5,19.0,6.2,218.0,120.0,1
0.535,0.458,16.0,8.7,224.0,126.0,0
0.506,0.41,19.0,11.6,234.0,134.0,1
0.511,0.364,16.0,10.1,176.0,119.0,0
0.398,0.286,10.0,14.2,179.0,112.0,0
0.494,0.286,18.0,5.9,154.0,111.0,1
0.523,0.452,15.0,8.7,158.0,123.0,1
0.433,0.227,28.0,11.8,182.0,121.0,1
0.511,0.366,27.0,10.5,176.0,103.0,0
0.531,0.423,13.0,5.6,222.0,127.0,1
0.453,0.333,20.0,14.5,138.0,102.0,1
0.518,0.409,17.0,12.5,203.0,128.0,0
0.536,0.531,13.0,10.6,300.0,109.0,1
0.422,0.417,18.0,8.8,166.0,94.0,1
0.446,0.25,18.0,12.7,152.0,118.0,0
0.449,0.289,17.0,13.5,157.0,104.0,0
0.484,0.389,13.0,11.6,157.0,142.0,0
0.558,0.514,17.0,9.5,232.0,107.0,0
0.56,0.448,15.0,12.2,244.0,124.0,1
0.476,0.282,10.0,17.9,300.0,131.0,0
0.409,0.378,16.0,10.2,217.0,132.0,0
0.475,0.257,14.0,11.4,148.0,131.0,0
0.398,0.279,13.0,11.5,139.0,111.0,0
0.418,0.25,17.0,17.8,208.0,134.0,0
0.5,0.364,16.0,12.7,300.0,105.0,1
0.458,0.465,10.0,19.9,188.0,114.0,1
0.494,0.419,14.0,15.5,225.0,116.0,1
0.456,0.303,25.0,18.1,160.0,128.0,0
0.506,0.519,13.0,15.9,158.0,119.0,1
0.379,0.364,27.0,14.2,157.0,128.0,0
0.439,0.318,15.0,11.6,162.0,124.0,1
0.488,0.45,16.0,13.6,141.0,106.0,1
0.489,0.452,10.0,4.0,131.0,130.0,0
0.464,0.4,10.0,15.3,236.0,134.0,1
0.418,0.111,15.0,10.3,161.0,116.0,0
0.471,0.276,19.0,6.7,219.0,120.0,1
0.506,0.417,22.0,16.7,174.0,133.0,0
0.451,0.318,15.0,11.4,138.0,121.0,0
0.479,0.407,11.0,15.6,127.0,146.0,0
0.381,0.08,10.0,8.1,134.0,114.0,0
0.424,0.389,4.0,13.6,144.0,88.0,1
0.426,0.4,14.0,9.7,225.0,121.0,0
0.364,0.226,11.0,8.7,129.0,126.0,0
0.457,0.357,11.0,13.2,225.0,136.0,0
0.511,0.361,19.0,6.6,250.0,128.0,1
0.406,0.303,14.0,10.7,117.0,123.0,0
0.37,0.308,17.0,12.9,229.0,127.0,1
0.512,0.36,11.0,12.9,166.0,138.0,1
0.447,0.308,11.0,11.4,147.0,108.0,1
0.547,0.412,30.0,11.2,217.0,118.0,1
0.347,0.294,16.0,10.1,130.0,111.0,0
0.506,0.324,15.0,11.9,231.0,122.0,0
0.483,0.429,11.0,11.2,147.0,125.0,0
0.442,0.346,17.0,7.9,160.0,116.0,1
0.507,0.455,12.0,22.9,166.0,125.0,0
0.44,0.313,20.0,14.3,167.0,91.0,1
0.462,0.368,10.0,11.8,136.0,128.0,1
0.366,0.304,14.0,13.4,136.0,123.0,0
0.386,0.321,10.0,12.1,137.0,112.0,0
0.446,0.267,22.0,11.3,150.0,123.0,1
0.433,0.25,13.0,17.7,135.0,117.0,0
0.488,0.406,9.0,15.0,146.0,119.0,1
0.494,0.406,13.0,11.7,157.0,126.0,0
0.447,0.333,23.0,8.4,142.0,140.0,1
0.458,0.273,10.0,15.3,224.0,122.0,0
0.449,0.429,16.0,20.8,146.0,135.0,0
0.417,0.316,16.0,13.9,140.0,120.0,0
0.516,0.407,15.0,4.8,158.0,138.0,1
0.379,0.395,17.0,15.8,152.0,111.0,1
0.346,0.314,27.0,19.0,136.0,104.0,1
0.495,0.395,7.0,13.6,202.0,124.0,1
0.518,0.422,20.0,13.1,157.0,119.0,0
0.471,0.368,18.0,16.0,203.0,124.0,1
0.435,0.39,13.0,12.4,143.0,132.0,0
0.461,0.242,18.0,14.0,160.0,127.0,0
0.315,0.143,14.0,9.4,112.0,104.0,0
0.563,0.45,16.0,14.2,213.0,102.0,1
0.386,0.32,19.0,12.6,243.0,142.0,1
0.417,0.318,23.0,11.7,150.0,114.0,1
0.553,0.455,21.0,8.8,188.0,105.0,0
0.467,0.167,15.0,12.5,128.0,110.0,0
0.408,0.219,16.0,23.8,119.0,106.0,0
0.419,0.268,17.0,6.5,201.0,123.0,1
0.476,0.35,17.0,17.2,143.0,124.0,0
0.495,0.392,19.0,13.6,169.0,106.0,0
0.494,0.552,22.0,12.9,242.0,119.0,0
0.457,0.536,14.0,8.2,212.0,116.0,1
0.442,0.269,17.0,16.9,220.0,110.0,1
0.398,0.289,24.0,9.7,207.0,123.0,1
0.43,0.273,19.0,14.3,230.0,100.0,0
0.435,0.424,16.0,6.5,150.0,117.0,0
0.5,0.333,25.0,14.4,194.0,121.0,1
0.402,0.342,16.0,7.1,159.0,145.0,0
0.442,0.29,21.0,9.2,139.0,103.0,0
0.405,0.269,13.0,18.6,156.0,110.0,0
0.452,0.387,18.0,10.3,213.0,124.0,1
0.494,0.286,13.0,11.5,191.0,102.0,0
0.423,0.304,31.0,13.6,200.0,104.0,0
0.446,0.333,22.0,8.7,182.0,103.0,0
0.444,0.412,17.0,9.1,193.0,110.0,0
0.443,0.25,19.0,11.7,200.0,126.0,0
0.495,0.348,20.0,13.0,170.0,123.0,1
0.438,0.324,16.0,9.3,173.0,89.0,1
0.488,0.32,11.0,12.6,200.0,129.0,0
0.452,0.24,24.0,11.9,203.0,117.0,1
0.58,0.519,25.0,13.0,177.0,113.0,0
0.475,0.361,8.0,11.7,222.0,123.0,1
0.442,0.179,11.0,16.2,143.0,112.0,1
0.455,0.4,6.0,12.0,146.0,112.0,1
0.472,0.283,9.0,8.5,177.0,142.0,1
0.436,0.28,32.0,16.6,143.0,121.0,0
0.419,0.362,17.0,11.2,159.0,109.0,1
0.47,0.345,14.0,12.4,141.0,102.0,1
0.421,0.208,15.0,14.2,191.0,132.0,0
0.537,0.375,13.0,10.8,147.0,119.0,0
0.41,0.382,20.0,17.0,166.0,122.0,0
0.44,0.412,16.0,9.3,209.0,108.0,0
0.529,0.423,21.0,11.0,263.0,122.0,1
0.506,0.415,14.0,13.1,188.0,121.0,1
0.396,0.36,15.0,10.5,209.0,123.0,0
0.36,0.333,13.0,9.4,145.0,118.0,1
0.6,0.522,15.0,12.6,214.0,109.0,1
0.453,0.412,16.0,14.7,131.0,107.0,1
0.495,0.442,7.0,7.6,177.0,107.0,1
0.536,0.486,16.0,10.6,188.0,129.0,1
0.444,0.486,17.0,10.8,250.0,104.0,0
0.43,0.333,25.0,8.6,250.0,117.0,1
0.505,0.35,15.0,12.4,137.0,127.0,0
